Country Code,Country name,Year,CO2_Totales,CO2_Percap,CO2_PIB,PIB,Exportaciones,Importaciones,Indice_Apertura
JPN,Japan,1991,13.91136487333635,8.88145441047119,329.99823197963,28.879423018191144,9.616174713670963,8.143276540645873,17.759451254316836
JPN,Japan,1992,13.932102195298555,9.04507381529272,334.17595936710796,28.964999083895677,9.51828502471035,7.499783799308633,17.018068824018982
JPN,Japan,1993,13.91867476490088,8.90243340078371,329.155763004012,29.10119979329815,8.9139139952642,6.809425135253315,15.723339130517516
JPN,Japan,1994,13.976071845580968,9.39628950632597,345.616388385393,29.195250846418404,8.839827126215049,6.970479106060662,15.81030623227571
JPN,Japan,1995,13.98448423349497,9.43956000924752,342.098984818254,29.291984542148132,8.816470432609586,7.573634501407652,16.390104934017238
JPN,Japan,1996,14.002639656654058,9.5878924308808,339.415303740546,29.16628369088667,9.315745083529995,8.938123142022187,18.253868225552182
JPN,Japan,1997,13.999313164129626,9.53104167624969,333.080186526999,29.08072257859867,10.383695639775445,9.399821983591435,19.78351762336688
JPN,Japan,1998,13.963228912673117,9.17005277272368,327.99569844563297,28.98091803990435,10.373806098594326,8.629380123743378,19.003186222337703
JPN,Japan,1999,13.996064349014002,9.45819624950651,339.42297149365703,29.10549456142248,9.80553900156021,8.320091715130895,18.125630716691106
JPN,Japan,2000,14.014027641340506,9.61293341215417,335.966117990876,29.171633636157484,10.463494202750487,9.098877381154939,19.562371583905424
JPN,Japan,2001,13.999718906147336,9.45557013425194,330.5835358673,29.04090608850858,10.076799963284385,9.482804508722687,19.559604472007074
JPN,Japan,2002,14.011703739030352,9.5473493507003,333.694224754598,28.996687957033025,10.855445607228663,9.5916764589296,20.447122066158265
JPN,Japan,2003,14.028395374337663,9.68729648914014,334.58142892397603,29.073009576246328,11.465801576659365,9.860323691152486,21.32612526781185
JPN,Japan,2004,14.046351213621351,9.85949158193815,331.544918626678,29.158363744060345,12.786264624786245,10.878088798111223,23.66435342289747
JPN,Japan,2005,14.029159755404011,9.69053101202915,319.71039693866,29.14663178917746,13.815895722115934,12.414058855740565,26.2299545778565
JPN,Japan,2006,14.023963504008009,9.64158997620464,311.69645673845696,29.104086926376397,15.657374046611713,14.359002052057457,30.01637609866917
JPN,Japan,2007,14.039603845336384,9.79244258955982,309.30151582607004,29.107600289236878,17.289127370722944,15.527450681156063,32.816578051879006
JPN,Japan,2008,14.004611435645568,9.46064684406225,302.186834689629,29.216137944769258,17.23554337640705,16.8939331648175,34.12947654122455
JPN,Japan,2009,13.994598471748857,9.450103426654884,322.14290975394147,29.247033918002845,12.41956574797995,11.970600785875575,24.390166533855528
JPN,Japan,2010,14.924644824955088,14.493270840804708,477.17761869631795,29.335371414163937,14.918503449642811,13.579969244196096,28.498472693838906
MEX,Mexico,1990,12.693436986133467,3.86214036950511,386.589343182858,26.29431578301156,18.70447104917174,19.81522536415795,38.51969641332969
MEX,Mexico,1991,12.726610738199055,3.91726855559541,383.439286437533,26.4741033065116,16.433390033604354,19.353145123815214,35.786535157419564
MEX,Mexico,1992,12.744405878015767,3.91472559178737,376.656148993408,26.61934569064489,15.256744442975048,20.29675146113697,35.55349590411202
MEX,Mexico,1993,12.740932237711002,3.83170061738395,368.16882711427803,26.72268741458862,11.595984682659715,14.567138875171128,26.163123557830843
MEX,Mexico,1994,12.80057084318081,3.99623948621947,374.114853760701,26.76761939611964,12.75459571252717,16.403876421631,29.15847213415817
MEX,Mexico,1995,12.751816597179676,3.74084852506128,379.937096978532,26.381696111889067,22.865926921195754,20.799904805143946,43.665831726339704
MEX,Mexico,1996,12.779528197728872,3.78099023728016,371.517635966659,26.531134960543806,24.72313195214161,23.044691581765115,47.76782353390672
